ID,Name,Cost,Type,Race,Rarity,Attack,Health,Tribe,Keywords,Card Text,Flavor Text,Collectible,Set,Has Starforge,Starforge Text
hiv_m30,QUEEN PARASITHRA,5,MINION,HIVEMIND,LEGENDARY,4,4,INSECT,DEPLOY,STARFORGED -- 8/8. Gains enhanced abilities and BARRIER.,Every enemy bleeds. Every bleed spawns a drone. Every death feeds the Queen. She infested an entire fleet by LOOKING at it. The Hivemind\,true,CORE,YES,
hiv_m31,THE FIRST DRONE,1,MINION,HIVEMIND,LEGENDARY,1,1,INSECT,SWARM,STARFORGED -- 5/5. Gains enhanced abilities and BARRIER.,The original. The ancestor. One drone that breeds from every summon. Play one minion? Two drones appear. Play three? Six drones. It can\,true,CORE,YES,
ast_m1,Stargazer Initiate,1,MINION,ASTROMANCERS,COMMON,1,3,,SCRY,"SCRY (2). (Look at the top 2 cards of your deck, rearrange in any order.)",Sees the future. Rearranges it. Gets a C+ in Divination class anyway.,true,CORE,NO,
ast_s1,Cosmic Insight,1,SPELL,ASTROMANCERS,COMMON,,,,,Draw a card. SCRY (2).,One card now. Two cards arranged for later. Patience is a weapon and you just loaded it.,true,CORE,NO,
ast_m2,Nova Wisp,1,MINION,ASTROMANCERS,COMMON,1,1,ELEMENTAL,DEPLOY,DEPLOY: Draw a card.,Small. Bright. Comes with a free card. The galaxy\,true,CORE,NO,
ast_s2,Stellar Compass,1,SPELL,ASTROMANCERS,COMMON,,,,,SCRY (3). Draw a card.,Points to destiny. Also points to the bathroom. Multi-functional.,true,CORE,NO,
ast_m3,Astral Moth,1,MINION,ASTROMANCERS,COMMON,2,1,ELEMENTAL,LAST_WORDS,LAST WORDS: SCRY (2).,Dies beautifully. Shows you the future on the way out. 10/10 moth. Would mourn again.,true,CORE,NO,
ast_m4,Constellation Mapper,2,MINION,ASTROMANCERS,COMMON,2,3,,DEPLOY,"DEPLOY: SCRY (3). If the top card is a spell, draw it.",Maps stars. Finds spells. Refuses to ask for directions even when the galaxy is CLEARLY that way.,true,CORE,NO,
ast_m5,Celestial Scribe,2,MINION,ASTROMANCERS,COMMON,1,4,,,"Whenever you draw a card outside your normal draw, gain +1/+1.",Takes notes. Gets HUGE from notes. She\,true,CORE,NO,
ast_s3,Star Chart,2,SPELL,ASTROMANCERS,COMMON,,,,,Draw 2 cards.,"Two cards. No strings. No tricks. Just pure, uncut VALUE injected directly into your hand.",true,CORE,NO,
ast_m6,Nebula Sprite,2,MINION,ASTROMANCERS,COMMON,2,2,ELEMENTAL,DEPLOY,DEPLOY: SCRY (2). Draw a card if you put a minion on top.,Finds your friends. Puts them on top. An adorable little cosmic stalker.,true,CORE,NO,
ast_s4,Meteor Shower,2,SPELL,ASTROMANCERS,COMMON,,,,,Deal 1 damage to 3 random enemies. SCRY (1).,Three rocks. Three problems. One peek at what\,true,CORE,NO,
ast_m7,Astral Navigator,3,MINION,ASTROMANCERS,COMMON,3,3,,SCRY,SCRY (3).,Knows exactly what\,true,CORE,NO,
ast_m8,Prophecy Keeper,3,MINION,ASTROMANCERS,COMMON,2,4,,,"Whenever you SCRY, draw the top card if it costs 3 or less.",Predicts cheap cards. Draws cheap cards. She\,true,CORE,NO,
ast_s5,Supernova Shard,3,SPELL,ASTROMANCERS,COMMON,,,,,"Deal 3 damage. SCRY (2). If the top card is a spell, deal 3 more damage.",Peek. Boom. Maybe double boom. The suspense is half the fun. The damage is the other half.,true,CORE,NO,
ast_s6,Astral Archive,3,SPELL,ASTROMANCERS,COMMON,,,,,Draw 3 cards. Put 1 card from your hand on top of your deck.,Take three. Return one. The galaxy\,true,CORE,NO,
ast_s7,Cosmic Resonance,3,SPELL,ASTROMANCERS,COMMON,,,,,SCRY (4). Draw 2 cards.,Arrange FOUR. Draw TWO. Your deck just became a loaded weapon with a hair trigger.,true,CORE,NO,
ast_m9,Starfall Sentinel,3,MINION,ASTROMANCERS,COMMON,3,2,,SWIFT; SCRY,SWIFT. SCRY (1).,Hits first. Peeks second. Leaves third. A cosmic hit-and-run artist.,true,CORE,NO,
ast_m10,Fate Weaver,4,MINION,ASTROMANCERS,COMMON,3,5,,DEPLOY,DEPLOY: SCRY (3). Draw the top card. It costs (2) less this turn.,Sees your best card. Yoinks it. Slaps a discount sticker on it. Absolute legend.,true,CORE,NO,
ast_m11,Celestial Observer,4,MINION,ASTROMANCERS,COMMON,4,3,,,"Whenever you draw a card, deal 1 damage to a random enemy.",Draws hurt. Being watched by this thing hurts MORE. Every card is a tiny psychic bullet.,true,CORE,NO,
ast_s8,Star Storm,4,SPELL,ASTROMANCERS,COMMON,,,,,Deal 4 damage. SCRY (3).,Four damage NOW. Three perfectly arranged cards for LATER. The present AND future hate your opponent.,true,CORE,NO,
ast_s9,Divination,4,SPELL,ASTROMANCERS,COMMON,,,,,Look at the top 5 cards of your deck. Draw 2 of them. Put the rest back in any order.,Choose your destiny. From five options. Like a cosmic buffet but everything\,true,CORE,NO,
ast_m12,Astral Titan,5,MINION,ASTROMANCERS,COMMON,5,5,,SCRY; DEPLOY,SCRY (3). DEPLOY: Draw the top 2 cards of your deck.,Arranges three. Draws two. Asks for nothing. The math checks out gloriously.,true,CORE,NO,
ast_s10,Cosmic Bombardment,5,SPELL,ASTROMANCERS,COMMON,,,,,Deal 2 damage to all enemies. Draw a card for each enemy minion damaged.,Hurts them. Rewards you. Somehow this is fair because the stars said so.,true,CORE,NO,
ast_m13,Void Telescope,5,MINION,ASTROMANCERS,COMMON,3,4,,DEPLOY,DEPLOY: Look at your opponent\,Sees THEIR cards. Arranges YOURS. That\,true,CORE,NO,
ast_s11,Knowledge is Power,5,SPELL,ASTROMANCERS,COMMON,,,,,Draw cards until you have 8 in hand.,Hand empty? Full refill. Hand almost full? Still draws one. Never disappointed. Never empty.,true,CORE,NO,
ast_m14,Galaxy Drifter,6,MINION,ASTROMANCERS,COMMON,6,6,,DEPLOY,DEPLOY: Draw 3 cards. SCRY (3).,Six stats. Six cards touched. Six reasons your opponent just sighed out loud.,true,CORE,NO,
ast_s12,Starfire,6,SPELL,ASTROMANCERS,COMMON,,,,,Deal damage equal to the number of cards in your hand.,"Full hand? Full damage. Draw more, hit harder. The nerds were right all along.",true,CORE,NO,
ast_m15,Celestial Arbiter,7,MINION,ASTROMANCERS,COMMON,7,7,,DEPLOY,DEPLOY: Draw 2 cards. Your cards cost (1) less until end of turn.,Draws AND discounts. The cosmic equivalent of a Black Friday doorbuster.,true,CORE,NO,
ast_s13,Cosmic Alignment,7,SPELL,ASTROMANCERS,COMMON,,,,,SCRY (10). Draw 3 cards. They cost (3) less.,See the ENTIRE future. Cherry-pick the best timeline. Discount it. This is why people fear astronomers.,true,CORE,NO,
ast_m16,Astral Familiar,2,MINION,ASTROMANCERS,COMMON,1,2,,,"Whenever you SCRY, gain +1/+1.",Gets bigger every time you peek at destiny. Curiosity didn\,true,CORE,NO,
ast_st1,Observatory,3,STRUCTURE,ASTROMANCERS,COMMON,,,,,Start of Turn: SCRY (2).,Free future-peeking. Every. Single. Turn. It\,true,CORE,NO,
ast_s14,Fated Draw,2,SPELL,ASTROMANCERS,RARE,,,,,SCRY (5). Draw the top card. If it\,Arrange five. Draw one. If you hit a Legendary? It\,true,CORE,NO,
ast_m17,Oracle of Celestara,4,MINION,ASTROMANCERS,RARE,3,5,,,"Whenever you SCRY, draw a card.",Every peek at the future comes with a present. Literally. She wraps them and everything.,true,CORE,NO,
ast_m18,Cosmic Librarian,3,MINION,ASTROMANCERS,RARE,2,4,,,Your card draw effects draw 1 additional card.,Overdue fees: zero. Bonus cards: unlimited. She\,true,CORE,NO,
ast_st2,Stellar Nexus,4,STRUCTURE,ASTROMANCERS,RARE,,,,,"Whenever you draw a card, SCRY (1). Cards drawn by SCRY effects cost (1) less.",Draw triggers SCRY. SCRY triggers draw. It\,true,CORE,NO,
ast_s15,Constellation Strike,5,SPELL,ASTROMANCERS,RARE,,,,,Deal 1 damage to a random enemy for each card you\,Drew seven cards? That\,true,CORE,NO,
ast_s16,Mind Palace,5,SPELL,ASTROMANCERS,RARE,,,,,Draw 4 cards. Put 2 back on top of your deck in any order.,Take four. Return two. Your brain is a warehouse and it just got a new shipment.,true,CORE,NO,
ast_m19,Galactic Sage,5,MINION,ASTROMANCERS,RARE,4,4,,DEPLOY,DEPLOY: SCRY (5). You may play the top card of your deck for free.,Peeks at five. Plays one. Doesn\,true,CORE,NO,
ast_m20,Fatespinner,3,MINION,ASTROMANCERS,RARE,2,3,,,"Whenever you draw a card, add a random Astromancer spell to your hand. It costs (1).",Draws cards. Makes spells. Spells draw cards. She hasn\,true,CORE,NO,
ast_s17,Cosmic Overflow,6,SPELL,ASTROMANCERS,RARE,,,,,"Draw 5 cards. For each card drawn that exceeds your hand limit, deal 3 damage to the enemy Hero.",Hand overstuffed? The excess becomes PAIN. Your opponent\,true,CORE,NO,
ast_s18,Dimensional Echo,4,SPELL,ASTROMANCERS,RARE,,,,,The next card you draw this turn is copied 3 times.,Draw one. Get four. It\,true,CORE,NO,
ast_m21,Star Architect,6,MINION,ASTROMANCERS,RARE,5,5,,DEPLOY,DEPLOY: Rearrange the top 8 cards of your deck. Draw 2.,Doesn\,true,CORE,NO,
ast_s19,Nebula Collapse,5,SPELL,ASTROMANCERS,RARE,,,,,Destroy an enemy minion. Draw cards equal to its Attack. (Max 5.),Kill it. Study the corpse. Draw EVERYTHING it knew. Morbid? Yes. Effective? Extremely.,true,CORE,NO,
ast_m22,Stellar Beacon,4,MINION,ASTROMANCERS,RARE,3,4,,BARRIER; DEPLOY,BARRIER. DEPLOY: SCRY (4). Put any number of them on the bottom of your deck.,Finds the good stuff. Buries the garbage. Marie Kondo of the cosmos.,true,CORE,NO,
ast_s20,Cosmic Cascade,6,SPELL,ASTROMANCERS,RARE,,,,,"Draw a card. If it costs (3) or less, cast this again. (Repeatable.)",Draw. Cheap? Draw AGAIN. Keeps going until you hit something expensive. It\,true,CORE,NO,
ast_st3,Astral Sanctum,5,STRUCTURE,ASTROMANCERS,RARE,,,,,Your SCRY effects look at 2 additional cards. Cards you draw cost (1) less.,See further. Pay less. The Astromancer dream. Also there\,true,CORE,NO,
ast_m23,Starchild Prodigy,2,MINION,ASTROMANCERS,RARE,1,3,,,"After you draw 3 cards in a single turn, gain +3/+3 and BARRIER.",She\,true,CORE,NO,
ast_s21,Graviton Surge,3,SPELL,ASTROMANCERS,RARE,,,,,Draw 2 cards. They cost (2) less this turn.,Two cards. Two discounts. The universe is running a promotion and you\,true,CORE,NO,
ast_m24,Comet Rider,4,MINION,ASTROMANCERS,RARE,4,3,,SWIFT; DEPLOY,"SWIFT. DEPLOY: SCRY (3). If the top card costs (2) or less, draw it.",Rides comets. Surfs stardust. Draws cheap cards at terminal velocity. Radical.,true,CORE,NO,
ast_m25,Rift Scavenger,3,MINION,ASTROMANCERS,RARE,3,2,,DEPLOY,DEPLOY: Draw a card from the BOTTOM of your deck. SCRY (2).,Everyone looks at the top. She digs from the bottom. Contrarian? Genius? Both.,true,CORE,NO,
ast_s22,Thought Supernova,7,SPELL,ASTROMANCERS,RARE,,,,,Draw 3 cards. Deal 2 damage to all enemies for each spell in your hand.,Draws fuel. Counts spells. Unleashes apocalyptic scholarship.,true,CORE,NO,
ast_s23,DÉJÀ VU,2,SPELL,ASTROMANCERS,EPIC,,,,,Draw a card. Cast a copy of the last spell you played this turn.,Didn\,true,CORE,NO,
ast_m26,PARADOX SCHOLAR,3,MINION,ASTROMANCERS,EPIC,2,5,,,"Whenever you SCRY, set the top card\",She breaks every rule of cosmic economics simultaneously. The Dean of Celestara has given up writing her citations.,true,CORE,NO,
ast_st4,SINGULARITY ENGINE,5,STRUCTURE,ASTROMANCERS,EPIC,,,,,"Whenever you draw a card, deal 2 damage to a random enemy. At the end of your turn, draw a card for each enemy that died this turn.",Draws kill. Kills draw. It\,true,CORE,NO,
ast_s24,CHRONO-STACKED DECK,4,SPELL,ASTROMANCERS,EPIC,,,,,Look at the top 8 cards of your deck. Play up to 2 of them for free. Shuffle the rest back.,Eight possibilities. Two freebies. The other six go back to the future where they\,true,CORE,NO,
ast_m27,MINDSTORM AVATAR,6,MINION,ASTROMANCERS,EPIC,0,8,ELEMENTAL,GUARDIAN,"GUARDIAN. Attack equals the number of cards in your hand. Whenever you draw a card, gain +0/+1.",Hits as hard as you\,true,CORE,NO,
ast_m28,CELESTIAL ORACLE,8,MINION,ASTROMANCERS,LEGENDARY,6,8,,DEPLOY; SCRY,"STARFORGE -- After drawing 30 cards: Transform into ORACLE SUPREME -- 10/12. Whenever you draw a card, play the top card of your deck for free regardless of cost. SCRY (3) at start of each turn.",Sees everything. Plays everything. Pays for NOTHING. She filed taxes once. The IRS imploded.,true,CORE,YES,
ast_m29,ORACLE STELLARA,9,MINION,ASTROMANCERS,LEGENDARY,7,7,,DEPLOY,"STARFORGE -- After SCRYing 40 total cards: Transform into STELLARA, ALL-SEEING -- 10/10. Draw 3 cards per turn. Whenever you draw a card, play it immediately if it costs (3) or less. SCRY (10) at start of turn. Your hand has no maximum size.",She doesn\,true,CORE,YES,
ast_m30,THE BOOK OF INFINITY,8,MINION,ASTROMANCERS,LEGENDARY,0,12,,,STARFORGED -- enhanced. Gains enhanced abilities and BARRIER.,It contains every card ever printed. It\,true,CORE,YES,
ast_m31,ASTRAL ANARCHIST,4,MINION,ASTROMANCERS,LEGENDARY,3,3,,DEPLOY,STARFORGED -- 7/7. Gains enhanced abilities and BARRIER.,Shares knowledge freely. Shares COSTS less freely. The galaxy\,true,CORE,YES,
ast_s25,THE GRAND DESIGN,10,SPELL,ASTROMANCERS,LEGENDARY,,,,,STARFORGED -- enhanced. Gains enhanced abilities and BARRIER.,See everything. Take everything. Pay nothing. This is what happens when an astronomer reaches enlightenment.,true,CORE,YES,
chr_m1,Temporal Conscript,1,MINION,CHRONOBOUND,COMMON,1,2,,ECHO,ECHO. (Can be played twice in one turn.),Drafted into the timeline. Showed up twice to orientation. Both of him passed.,true,CORE,NO,
chr_s1,Chrono Spark,1,SPELL,CHRONOBOUND,COMMON,,,,ECHO,ECHO. Deal 1 damage.,One zap. Then another zap. The Chronobound don\,true,CORE,NO,
chr_m2,Recall Agent,1,MINION,CHRONOBOUND,COMMON,2,1,,DEPLOY,DEPLOY: Return a friendly minion to your hand. It costs (1) less.,His job is pulling people out of the present. Don\,true,CORE,NO,
chr_s2,Temporal Splice,1,SPELL,CHRONOBOUND,COMMON,,,,,Return a friendly minion to your hand. It costs (2) less. Draw a card.,Snip the timeline. Get a discount AND a card. Temporal surgery at its finest.,true,CORE,NO,
chr_m3,Paradox Sparrow,1,MINION,CHRONOBOUND,COMMON,1,1,MECH,ECHO,ECHO. SWIFT.,Tick. Peck. Tock. Peck. Two birds. One timeline. Zero patience.,true,CORE,NO,
chr_m4,Stutter Step,2,MINION,CHRONOBOUND,COMMON,2,2,,ECHO,ECHO.,Exists once. Then exists AGAIN. Same moment. Same 2/2. Twice the awkward eye contact.,true,CORE,NO,
chr_s3,Rewind Protocol,2,SPELL,CHRONOBOUND,COMMON,,,,,Return a friendly minion that died this turn to play with 1 Health.,Death? In THIS timeline? DENIED. File an appeal with the Chronobound. They\,true,CORE,NO,
chr_s4,Stasis Lock,2,SPELL,CHRONOBOUND,COMMON,0,,,,Freeze an enemy minion for 2 turns. (It can\,Trapped in a single second. For two turns. The cruelest kind of time-out.,true,CORE,NO,
chr_m5,Rift Walker,2,MINION,CHRONOBOUND,COMMON,2,3,,DEPLOY,DEPLOY: All cards in your hand cost (1) less this turn.,Steps between seconds. Saves you a crystal. Temporal couponing is a real profession here.,true,CORE,NO,
chr_s5,Accelerate,2,SPELL,CHRONOBOUND,COMMON,,,,,Give a friendly minion +2 Attack and remove summoning sickness.,Skip the warm-up. Skip the stretch. Skip STRAIGHT to violence. The Chronobound fast-pass.,true,CORE,NO,
chr_m6,Flux Elemental,3,MINION,CHRONOBOUND,COMMON,3,3,ELEMENTAL,ECHO,ECHO.,Made of unstable time. Exists in two places at once. Gets confused at parties. Punches TWICE at fights.,true,CORE,NO,
chr_m7,Sentinel of Seconds,3,MINION,CHRONOBOUND,COMMON,2,4,,GUARDIAN; ECHO,GUARDIAN. ECHO.,One wall. Then ANOTHER wall. Same wall. Twice. Your opponent just hit a temporal brick sandwich.,true,CORE,NO,
chr_s6,Chrono Slash,3,SPELL,CHRONOBOUND,COMMON,,,,ECHO,ECHO. Deal 2 damage.,Cut once. Cut again. Same blade. Same second. Four damage total and the timeline didn\,true,CORE,NO,
chr_s7,Full Rewind,3,SPELL,CHRONOBOUND,COMMON,,,,,Return ALL friendly minions to your hand. They cost (1) less. Draw a card.,Undo EVERYTHING. Pick up the whole board. Start over. But cheaper. And with one more card. Chef\,true,CORE,NO,
chr_s8,Entropy Curse,3,SPELL,CHRONOBOUND,COMMON,,,,,Give an enemy minion -2/-2.,A thousand years of aging in one second. Teeth fall out. Armor rusts. Not the fun kind of time travel.,true,CORE,NO,
chr_m8,Moment Thief,3,MINION,CHRONOBOUND,COMMON,3,2,,SWIFT; DEPLOY,SWIFT. DEPLOY: Freeze a random enemy minion.,Steals your moment. Freezes your next one. She\,true,CORE,NO,
chr_m9,Echo Enforcer,4,MINION,CHRONOBOUND,COMMON,4,4,,ECHO,ECHO.,A 4/4. Then ANOTHER 4/4. Same turn. Your opponent does the math. Opponent doesn\,true,CORE,NO,
chr_s9,Rift Bolt,4,SPELL,CHRONOBOUND,COMMON,,,,ECHO,ECHO. Deal 3 damage.,Three damage. Then three more. Six total. The Chronobound consider this \,true,CORE,NO,
chr_s10,Déjà Vu,4,SPELL,CHRONOBOUND,COMMON,,,,,Copy the last card you played this turn. It costs (0).,Didn\,true,CORE,NO,
chr_m10,Resonance Adept,4,MINION,CHRONOBOUND,COMMON,3,4,,,"Whenever you play an ECHO card, gain +2/+1.",Every echo makes her stronger. Double echoes make her TERRIFYING. Triple echoes? She doesn\,true,CORE,NO,
chr_m11,Epoch Juggernaut,5,MINION,CHRONOBOUND,COMMON,5,5,,ECHO,ECHO.,Five mana. 5/5. Then ANOTHER 5/5. The Chronobound call this \,true,CORE,NO,
chr_s11,Frozen Eternity,5,SPELL,CHRONOBOUND,COMMON,0,,,,Freeze all enemy minions. Draw a card for each frozen minion.,Their entire board: frozen solid. Your hand: STUFFED. Time stops for them. Cards flow for you.,true,CORE,NO,
chr_m12,Loop Operative,5,MINION,CHRONOBOUND,COMMON,4,3,,DEPLOY,DEPLOY: Return a friendly minion to your hand. Replay it immediately for (0).,Picks it up. Puts it back. DEPLOY fires again. She\,true,CORE,NO,
chr_s12,Temporal Exile,5,SPELL,CHRONOBOUND,COMMON,,,,,Return all enemy minions to your opponent\,Go back. Pay more. The Chronobound gentrified your board and there\,true,CORE,NO,
chr_m13,Epoch Striker,6,MINION,CHRONOBOUND,COMMON,6,6,,ECHO; SWIFT,ECHO. SWIFT.,Two 6/6s with SWIFT. Turn 10 is now Turn Over for your opponent. Two fists. Same second.,true,CORE,NO,
chr_s13,Temporal Collapse,6,SPELL,CHRONOBOUND,COMMON,,,,,Return ALL minions to their owners\,Full board wipe via time travel. YOU rebuild first because YOU have the discount. Time is biased.,true,CORE,NO,
chr_m14,Chronolith Titan,7,MINION,CHRONOBOUND,COMMON,7,7,,ECHO; DEPLOY,ECHO. DEPLOY: Your ECHO cards cost (2) less this turn.,Plays itself. Discounts everything. Plays THOSE. It\,true,CORE,NO,
chr_s14,Eternity Storm,7,SPELL,CHRONOBOUND,COMMON,,,,,Deal 5 damage to all enemies. Cast this again at the start of your next turn.,Hits now. Hits AGAIN next turn. You can\,true,CORE,NO,
chr_st1,Hourglass Spire,2,STRUCTURE,CHRONOBOUND,COMMON,,,,,Your ECHO cards cost (1) less.,Tick tock. Tick DISCOUNT. Every grain of sand is a crystal you didn\,true,CORE,NO,
chr_m15,Residual Echo,2,MINION,CHRONOBOUND,COMMON,2,1,,ECHO; LAST_WORDS,ECHO. LAST WORDS: Add a copy of this to your hand.,Dies. Returns to hand. Play it again. Dies. Returns. It\,true,CORE,NO,
chr_s15,Temporal Cascade,3,SPELL,CHRONOBOUND,RARE,,,,,Copy the last spell you cast this turn. It costs (0) and has ECHO.,Your best spell. Free. Twice. Three times counting the original. The timeline is sweating.,true,CORE,NO,
chr_m16,Chronomancer Adept,4,MINION,CHRONOBOUND,RARE,3,5,,,Your ECHO cards can be played 3 times instead of 2.,Once is polite. Twice is Chronobound. THRICE is what happens when temporal regulations are \,true,CORE,NO,
chr_s16,Rift Ambush,3,SPELL,CHRONOBOUND,RARE,,,,ECHO,ECHO. Summon a 3/2 Rift Assassin with SWIFT.,Assassin from the future. Then ANOTHER from slightly MORE future. They carpooled through a wormhole.,true,CORE,NO,
chr_st2,Clockwork Citadel,4,STRUCTURE,CHRONOBOUND,RARE,,,,,End of Turn: Return a random friendly minion to your hand. It costs (2) less and gains +1/+1.,Goes home. Gets cheaper. Gets bigger. Comes back. The Citadel\,true,CORE,NO,
chr_m17,Paradox Engine,5,MINION,CHRONOBOUND,RARE,3,5,MECH,,"Whenever you play an ECHO card, summon a 2/2 Temporal Clone.",Echoes make clones. Clones cause problems. Problems need more echoes. The Engine sees only upside.,true,CORE,NO,
chr_s17,Reverse Polarity,4,SPELL,CHRONOBOUND,RARE,,,,,Swap the Attack and Health of all minions on the board.,Your 1/8 Guardian? Now an 8/1 monster. Their 8/1 monster? A 1/8 embarrassment. Time is CREATIVE.,true,CORE,NO,
chr_m18,Rift Duelist,5,MINION,CHRONOBOUND,RARE,5,4,,ECHO; SWIFT,ECHO. SWIFT.,Two 5/4s with SWIFT. One turn. She fights her own echo for warmups. The mirror match is her cardio.,true,CORE,NO,
chr_s18,Temporal Reset,4,SPELL,CHRONOBOUND,RARE,,,,,Replay all DEPLOY effects of friendly minions on the board.,Every DEPLOY fires again. Every entrance replays. It\,true,CORE,NO,
chr_s19,Entropic Feedback,5,SPELL,CHRONOBOUND,RARE,,,,,Deal damage to an enemy minion equal to its cost. ECHO.,"Expensive minion? EXPENSIVE death. The more you cost, the harder time hits. TWICE.",true,CORE,NO,
chr_m19,Infinity Loop,3,MINION,CHRONOBOUND,RARE,2,3,,ECHO; DEPLOY,ECHO. DEPLOY: The next ECHO card you play this turn costs (0).,Echoes chain into free echoes. Free echoes chain into MORE. She\,true,CORE,NO,
chr_s20,Epoch Recall,6,SPELL,CHRONOBOUND,RARE,,,,,Return all friendly minions that died this game to your hand. They cost (2) less.,Every fallen agent. Back in hand. Cheaper. Angrier. Death is a timeout in Chronobound territory.,true,CORE,NO,
chr_s21,Borrowed Time,5,SPELL,CHRONOBOUND,RARE,,,,,Take an extra turn after this one. You only draw 1 card and start with 3 less Crystals.,EXTRA TURN. Budget edition. Not a FULL turn but it\,true,CORE,NO,
chr_m20,Recursive Sentinel,4,MINION,CHRONOBOUND,RARE,3,4,,GUARDIAN; LAST_WORDS,GUARDIAN. LAST WORDS: Return this to your hand. It costs (1) less. (Can trigger 3 times.),Kill it. Comes back cheaper. Kill again. Cheaper. AGAIN. Free wall. The Chronobound warranty plan.,true,CORE,NO,
chr_s22,Temporal Overload,6,SPELL,CHRONOBOUND,RARE,,,,,All cards you play this turn have ECHO.,EVERYTHING echoes. Your minions. Your spells. Your STRUCTURES. Everything gets an involuntary encore.,true,CORE,NO,
chr_st3,Chrono Vault,5,STRUCTURE,CHRONOBOUND,RARE,,,,,"Whenever a card returns to your hand, it costs (1) less and gains +1/+1.",Bounce house of infinite value. Everything that comes back comes back BETTER. The Chronobound\,true,CORE,NO,
chr_s23,Afterimage,2,SPELL,CHRONOBOUND,RARE,,,,ECHO,ECHO. Summon a 2/2 copy of a random friendly minion.,A ghost of what was. Then another ghost. Your board is haunted by its own temporal aftershocks.,true,CORE,NO,
chr_m21,Temporal Anchor,3,MINION,CHRONOBOUND,RARE,2,4,,,"At the end of your turn, add a copy of the last ECHO card you played to your hand.",Locks onto your best echo. Copies it. Every turn. An anchor that generates infinite ammunition.,true,CORE,NO,
chr_s24,Reverberation,4,SPELL,CHRONOBOUND,RARE,,,,,The next minion you play this turn triggers its DEPLOY effect three times.,One entrance. Three standing ovations. The Chronobound invented the encore as a military strategy.,true,CORE,NO,
chr_m22,Phase Dancer,3,MINION,CHRONOBOUND,RARE,3,2,,SWIFT; DEPLOY,SWIFT. DEPLOY: Return this to your hand at end of turn. It costs (1) less.,Hits. Vanishes. Returns cheaper. Hits HARDER. She\,true,CORE,NO,
chr_s25,Temporal Fracture,7,SPELL,CHRONOBOUND,RARE,,,,,"Deal 3 damage to all enemies. For each enemy killed, gain an additional ECHO of this spell.",Every kill cascades into another cast. A board of small minions is a board of temporal fuel.,true,CORE,NO,
chr_m23,YESTERDAY\,2,MINION,CHRONOBOUND,EPIC,3,2,,ECHO; DEPLOY,ECHO. DEPLOY: Add a copy of the last friendly minion that died to your hand. It costs (1) less.,"Remembers the dead. Brings them back. TWICE, because ECHO. Your graveyard just became a recruitment office with a revolving temporal door.",true,CORE,NO,
chr_s26,SHATTERED TIMELINE,3,SPELL,CHRONOBOUND,EPIC,,,,,Return ALL minions on both sides to their owners\,Full timeline reset. Both boards gone. But YOUR rebuild is subsidized and THEIRS is taxed. Time plays favorites and its favorite is whoever cast this.,true,CORE,NO,
chr_s27,PARADOX BOMB,5,SPELL,CHRONOBOUND,EPIC,,,,ECHO,ECHO. Deal 4 damage to all enemy minions.,Four damage to everything. Then four MORE to everything. Eight total to the entire enemy board. The Chronobound call this \,true,CORE,NO,
chr_st4,ECHO CHAMBER,4,STRUCTURE,CHRONOBOUND,EPIC,,,,,"Whenever you play an ECHO card, play it a THIRD time for free. Your ECHO cards cost (1) less.",Once. Twice. Thrice. Every echo gets a bonus encore. The Chamber doesn\,true,CORE,NO,
chr_m24,CHRONO-COLOSSUS,7,MINION,CHRONOBOUND,EPIC,5,10,,ECHO; GUARDIAN; DEPLOY,ECHO. GUARDIAN. DEPLOY: Freeze all enemy minions.,A 5/10 Guardian that freezes everything. Then ANOTHER 5/10 Guardian that freezes everything AGAIN. Twenty health of wall. Zero enemy attacks. Time just stopped and it brought a bodyguard.,true,CORE,NO,
chr_m25,TIMESHAPER CHRONUS,9,MINION,CHRONOBOUND,LEGENDARY,6,8,,DEPLOY,"STARFORGE -- After playing 30 ECHO cards: Transform into CHRONUS, LORD OF TIME -- 10/10. ALL cards have ECHO and cost (2) less. ECHO replays cost (0). At start of turn, gain 2 extra Crystals. Take an extra turn every 3rd turn.",He didn\,true,CORE,YES,
chr_m26,THE ETERNITY ENGINE,8,MINION,CHRONOBOUND,LEGENDARY,0,15,MECH,,STARFORGED -- enhanced. Gains enhanced abilities and BARRIER.,Everything leaves. Everything returns. Everything is STRONGER. It\,true,CORE,YES,
chr_m27,PARADOX QUEEN VEXARA,6,MINION,CHRONOBOUND,LEGENDARY,4,6,,DEPLOY,STARFORGED -- 8/10. Gains enhanced abilities and BARRIER.,She duplicated her own crown. Then duplicated the duplication. Forty-seven thrones and she sits in ALL of them simultaneously.,true,CORE,YES,
chr_m28,AGENT ZERO,4,MINION,CHRONOBOUND,LEGENDARY,4,3,,SWIFT; ECHO; DEPLOY,STARFORGED -- 8/7. Gains enhanced abilities and BARRIER.,Arrives fast. Arrives TWICE. Makes everything free. The Chronobound\,true,CORE,YES,
chr_s28,THE FINAL SECOND,10,SPELL,CHRONOBOUND,LEGENDARY,,,,,STARFORGED -- enhanced. Gains enhanced abilities and BARRIER.,Two. Extra. Turns. Everything discounted. Everything echoes. The game was already over three seconds ago. This is the victory lap. Taken twice.,true,CORE,YES,
cog_sd_m1,Sparktinkerer,1,MINION,COGSMITHS,COMMON,1,2,MECH,LAST_WORDS,LAST WORDS: Deal 1 damage to a random enemy.,Built it in a cave! With a box of asteroid scraps!,true,CORE,NO,
