id,name,faction,type,tribe,rarity,cost,attack,health,keywords,cardText,flavorText,collectible,set,artPrompt
neutral_signal_jammer,Signal Jammer,Neutral,Minion,Mech,Common,3,2,4,Deploy,DEPLOY: Silence a minion,Broadcasts white noise. Cancels everything else.,True,CORE,
neutral_emp_blast,EMP Blast,Neutral,Spell,,Rare,4,,,,Silence ALL minions,Every keyword. Every ability. Every minion. Silenced.,True,CORE,
neutral_blight_carrier,Blight Carrier,Neutral,Minion,Void,Rare,3,3,4,Deploy,"DEPLOY: Deal 2 damage to the enemy Hero. While this is alive, the enemy Hero cannot be healed",Healing? Not on my watch.,True,CORE,
neutral_frequency_scrambler,Frequency Scrambler,Neutral,Minion,Mech,Common,2,2,3,Deploy,DEPLOY: Remove all keywords from a minion,BARRIER? Stripped. CLOAK? Gone. GUARDIAN? History.,True,CORE,
neutral_arcane_nullifier,Arcane Nullifier,Neutral,Minion,Construct,Rare,4,3,5,Guardian,Deal 1 damage to all enemy minions,Step behind me. Their magic can't reach you here.,True,CORE,
neutral_plague_drone,Plague Drone,Neutral,Minion,Mech,Rare,3,2,3,Deploy,DEPLOY: Deal 1 damage to all enemy minions. Destroys tokens instantly,One ping per bug. Very effective against swarms.,True,CORE,
neutral_demolition_charge,Demolition Charge,Neutral,Spell,,Common,2,,,,Deal 5 damage to a Structure,Structures have feelings too. Not for long though.,True,CORE,
neutral_phase_bouncer,Phase Bouncer,Neutral,Minion,,Common,3,3,2,Deploy,DEPLOY: Return a minion to its owner's hand,Back to hand. Back to base stats. Back to square one.,True,CORE,
neutral_forge_breaker,Forge Breaker,Neutral,Minion,Construct,Epic,4,4,4,Deploy,DEPLOY: Silence a minion and reset its STARFORGE progress to 0,STARFORGE progress? Reset. Forged form? Reversed. Hopes? Crushed.,True,CORE,
neutral_galactic_arbiter,GALACTIC ARBITER,Neutral,Minion,Elemental,Legendary,8,6,8,"Guardian, Deploy, Guardian, Barrier, Deploy",GUARDIAN. BARRIER. DEPLOY: Destroy ALL enemy minions.,Justice is patient. Justice is thorough. Justice hits for 10.,True,CORE,
neutral_nexus_warden,NEXUS WARDEN,Neutral,Minion,,Legendary,7,4,8,"Barrier, Deploy, Barrier, Deploy",Draw 2 cards,Sees all. Knows all. Draws all.,True,CORE,
neutral_void_titan,VOID TITAN,Neutral,Minion,Void,Legendary,9,8,8,"Blitz, Deploy, Blitz, Double Strike, Deploy",BLITZ. DOUBLE STRIKE. DEPLOY: Deal 6 damage to all enemies.,There is no negotiation. Only obliteration.,True,CORE,
neutral_eternity_sentinel,ETERNITY SENTINEL,Neutral,Minion,,Legendary,10,8,10,"Guardian, Drain, Deploy",GUARDIAN. DRAIN. DEPLOY: Restore 8 Health to your Hero. Draw 2 cards,"At the end of the universe, only the Sentinel remains.",True,CORE,
neutral_phoenix_construct,PHOENIX CONSTRUCT,Neutral,Minion,Construct,Legendary,6,5,5,"Blitz, Last Words",BLITZ. LAST WORDS: Deal 3 damage to all enemy minions,Burns bright. Burns twice. Burns everything nearby.,True,CORE,
neutral_data_core,Data Core,Neutral,Minion,Mech,Common,2,1,3,Last Words,LAST WORDS: Draw a card,Destroy the data? Please. The data WANTS to be free.,True,CORE,
neutral_hive_pod,Hive Pod,Neutral,Minion,Insect,Common,3,2,3,Last Words,LAST WORDS: Summon two 1/1 Insects,Kill one. Get two. Terrible exchange rate.,True,CORE,
neutral_unstable_reactor,Unstable Reactor,Neutral,Minion,Mech,Rare,4,3,5,Last Words,LAST WORDS: Deal 2 damage to all enemy minions,CAUTION: Do not destroy. (Do destroy.),True,CORE,
neutral_martyr_knight,Martyr Knight,Neutral,Minion,,Rare,4,3,4,"Guardian, Last Words",GUARDIAN. LAST WORDS: Give all friendly minions +1/+1,His death inspires. Permanently.,True,CORE,
neutral_soul_lantern,Soul Lantern,Neutral,Minion,Elemental,Common,2,1,3,Last Words,LAST WORDS: Restore 3 Health to your Hero,A warm glow. Even in death.,True,CORE,
neutral_archive_guardian,Archive Guardian,Neutral,Minion,Mech,Common,3,1,5,"Guardian, Last Words",GUARDIAN. LAST WORDS: Draw a card,Walls AND value? In the neutral pool? Outrageous.,True,CORE,
neutral_doomed_colossus,Doomed Colossus,Neutral,Minion,Construct,Rare,6,5,7,"Guardian, Last Words",GUARDIAN. LAST WORDS: Deal 3 damage to all enemy minions,Tough. Tall. Terminally explosive.,True,CORE,
neutral_temporal_cache,Temporal Cache,Neutral,Minion,,Rare,3,2,4,Last Words,LAST WORDS: Return a random friendly minion to your hand,You lose a minion. You gain a minion. Net positive.,True,CORE,
neutral_venom_striker,Venom Striker,Neutral,Minion,Beast,Common,2,1,2,Lethal,LETHAL,One touch. One kill. Doesn't care how big you are.,True,CORE,
neutral_assassin_drone,Assassin Drone,Neutral,Minion,Mech,Rare,4,1,1,"Lethal, Swift",LETHAL. SWIFT,Arrives fast. Kills anything. Dies immediately after. Worth it.,True,CORE,
neutral_toxic_sentinel,Toxic Sentinel,Neutral,Minion,Construct,Rare,5,1,6,"Lethal, Guardian",LETHAL. GUARDIAN,Attack me. I dare you. (They never survive.),True,CORE,
neutral_shadow_operative,Shadow Operative,Neutral,Minion,,Common,3,3,3,Cloak,Draw a card,Invisible until it strikes. Then it REALLY strikes.,True,CORE,
neutral_phantom_informant,Phantom Informant,Neutral,Minion,,Rare,4,3,3,"Cloak, Deploy",CLOAK. DEPLOY: Draw a card,Arrives unseen. Delivers intel. Strikes when ready.,True,CORE,
neutral_twin_blade_fighter,Twin-Blade Fighter,Neutral,Minion,,Common,3,2,3,Double Strike,DOUBLE STRIKE,Two swords. Two swings. Double the problem.,True,CORE,
neutral_vampiric_duelist,Vampiric Duelist,Neutral,Minion,,Rare,5,3,4,"Double Strike, Drain",DOUBLE STRIKE. DRAIN,Hits twice. Heals twice. Opponent cries twice.,True,CORE,
neutral_shield_technician,Shield Technician,Neutral,Minion,Mech,Common,3,2,3,"Deploy, Barrier",DEPLOY: Give a friendly minion BARRIER,Shields up. For a friend. Every time.,True,CORE,
neutral_energy_dome,Energy Dome,Neutral,Spell,,Epic,5,,,Barrier,Give all friendly minions BARRIER,One shield per minion. Every minion shielded. Board stabilized.,True,CORE,
neutral_rocket_trooper,Rocket Trooper,Neutral,Minion,,Common,4,4,3,Blitz,Deal 3 damage,No wait time. No patience. Just violence.,True,CORE,
neutral_orbital_striker,Orbital Striker,Neutral,Minion,,Rare,6,5,4,"Blitz, Deploy",BLITZ. DEPLOY: Deal 3 damage to a minion,Drops from orbit. Hits something. Attacks immediately. Triple threat.,True,CORE,
neutral_poison_coating,Poison Coating,Neutral,Spell,,Common,1,,,Lethal,Give a friendly minion LETHAL,Everything it touches dies. Apply liberally.,True,CORE,
neutral_adrenaline_surge,Adrenaline Surge,Neutral,Spell,,Common,1,2,0,Blitz,Give a friendly minion BLITZ and +2 Attack this turn,MOVE. NOW. FASTER. HARDER.,True,CORE,
neutral_battle_frenzy,Battle Frenzy,Neutral,Spell,,Rare,2,,,Double Strike,Give a friendly minion DOUBLE STRIKE,Swing once. Swing twice. Why stop at one?,True,CORE,
neutral_mend_circuit,Mend Circuit,Neutral,Spell,,Common,1,,,,Restore 4 Health to a character,Quick fix. Cheap cost. Back in the fight.,True,CORE,
neutral_rejuvenation_pod,Rejuvenation Pod,Neutral,Spell,,Common,3,,,,Restore 5 Health to your Hero. Draw a card,"Rest, recover, and read a book while you're at it.",True,CORE,
neutral_field_medic,Field Medic,Neutral,Minion,,Common,2,1,4,Deploy,DEPLOY: Restore 3 Health to a character,Patch 'em up. Send 'em back. Repeat.,True,CORE,
neutral_restoration_wave,Restoration Wave,Neutral,Spell,,Rare,4,,,,Restore 3 Health to all friendly characters,Entire team. Fully patched. One spell.,True,CORE,
neutral_life_siphon,Life Siphon,Neutral,Spell,,Common,3,,,,Deal 3 damage to a minion. Restore 3 Health to your Hero,Their pain is your gain. Literally.,True,CORE,
neutral_lifeguard_mech,Lifeguard Mech,Neutral,Minion,Mech,Rare,4,3,5,"Drain, Guardian",DRAIN. GUARDIAN,Hits things. Heals you. Blocks attacks. The triple threat.,True,CORE,
neutral_sanctuary_beam,Sanctuary Beam,Neutral,Spell,,Rare,5,,,,Restore 8 Health to your Hero and 3 Health to all friendly minions,Full recovery. Hero AND board.,True,CORE,
neutral_life_spring,Life Spring,Neutral,Structure,,Rare,3,,,Deploy,Start of Turn: Restore 2 Health to your Hero,Passive healing. Every turn. Just existing.,True,CORE,
neutral_cosmic_paramedic,Cosmic Paramedic,Neutral,Minion,,Epic,6,4,7,"Drain, Deploy",DRAIN. DEPLOY: Restore 6 Health to your Hero,Arrives on scene. Heals everything. Then stays to fight.,True,CORE,
